America/St_Thomas 	-04:00 		AST
America/St_Vincent 	-04:00 		AST
America/Swift_Current 	-06:00 		CST
America/Tegucigalpa 	-06:00 		CST
America/Thule 	-04:00 	-03:00 	AST 	ADT
America/Thunder_Bay 	-05:00 	-04:00 	EST 	EDT
America/Tijuana 	-08:00 	-07:00 	PST 	PDT
America/Toronto 	-05:00 	-04:00 	EST 	EDT
America/Tortola 	-04:00 		AST
America/Vancouver 	-08:00 	-07:00 	PST 	PDT
America/Virgin 	-04:00 		AST
America/Whitehorse 	-07:00 		MST
America/Winnipeg 	-06:00 	-05:00 	CST 	CDT
America/Yakutat 	-09:00 	-08:00 	AKST 	AKDT
America/Yellowknife 	-07:00 	-06:00 	MST 	MDT
Antarctica/Casey 	+08:00 		+08
Antarctica/Davis 	+07:00 		+07
Antarctica/DumontDUrville 	+10:00 		+10
Antarctica/Macquarie 	+10:00 	+11:00 	AEST 	AEDT
Antarctica/Mawson 	+05:00 		+05
Antarctica/McMurdo 	+12:00 	+13:00 	NZST 	NZDT
Antarctica/Palmer 	-03:00 		-03
Antarctica/Rothera 	-03:00 		-03
Antarctica/South_Pole 	+12:00 	+13:00 	NZST 	NZDT
Antarctica/Syowa 	+03:00 		+03
Antarctica/Troll 	+00:00 	+02:00 	+00 	+02
Antarctica/Vostok 	+05:00 		+05
Arctic/Longyearbyen 	+01:00 	+02:00 	CET 	CEST
Asia/Aden 	+03:00 		+03
Asia/Almaty 	+05:00 		+05
Asia/Amman 	+03:00 		+03
Asia/Anadyr 	+12:00 		+12
Asia/Aqtau 	+05:00 		+05
Asia/Aqtobe 	+05:00 		+05
Asia/Ashgabat 	+05:00 		+05
Asia/Ashkhabad 	+05:00 		+05
Asia/Atyrau 	+05:00 		+05
Asia/Baghdad 	+03:00 		+03
Asia/Bahrain 	+03:00 		+03
Asia/Baku 	+04:00 		+04
Asia/Bangkok 	+07:00 		+07
Asia/Barnaul 	+07:00 		+07
Asia/Beirut 	+02:00 	+03:00 	EET 	EEST
Asia/Bishkek 	+06:00 		+06
Asia/Brunei 	+08:00 		+08
Asia/Calcutta 	+05:30 		IST
Asia/Chita 	+09:00 		+09
Asia/Choibalsan 	+08:00 		+08
Asia/Chongqing 	+08:00 		CST
Asia/Chungking 	+08:00 		CST
Asia/Colombo 	+05:30 		+0530
Asia/Dacca 	+06:00 		+06
Asia/Damascus 	+03:00 		+03
Asia/Dhaka 	+06:00 		+06
Asia/Dili 	+09:00 		+09
Asia/Dubai 	+04:00 		+04
Asia/Dushanbe 	+05:00 		+05
Asia/Famagusta 	+02:00 	+03:00 	EET 	EEST
Asia/Gaza 	+02:00 	+03:00 	EET 	EEST
Asia/Harbin 	+08:00 		CST
Asia/Hebron 	+02:00 	+03:00 	EET 	EEST
Asia/Ho_Chi_Minh 	+07:00 		+07
Asia/Hong_Kong 	+08:00 		HKT
Asia/Hovd 	+07:00 		+07
Asia/Irkutsk 	+08:00 		+08
Asia/Istanbul 	+03:00 		+03
Asia/Jakarta 	+07:00 		WIB
Asia/Jayapura 	+09:00 		WIT
Asia/Jerusalem 	+02:00 	+03:00 	IST 	IDT
Asia/Kabul 	+04:30 		+0430
Asia/Kamchatka 	+12:00 		+12
Asia/Karachi 	+05:00 		PKT
Asia/Kashgar 	+06:00 		+06
Asia/Kathmandu 	+05:45 		+0545
Asia/Katmandu 	+05:45 		+0545
Asia/Khandyga 	+09:00 		+09
Asia/Kolkata 	+05:30 		IST
Asia/Krasnoyarsk 	+07:00 		+07
Asia/Kuala_Lumpur 	+08:00 		+08
Asia/Kuching 	+08:00 		+08
Asia/Kuwait 	+03:00 		+03
Asia/Macao 	+08:00 		CST
Asia/Macau 	+08:00 		CST
Asia/Magadan 	+11:00 		+11
Asia/Makassar 	+08:00 		WITA
Asia/Manila 	+08:00 		PST
Asia/Muscat 	+04:00 		+04
Asia/Nicosia 	+02:00 	+03:00 	EET 	EEST
Asia/Novokuznetsk 	+07:00 		+07
Asia/Novosibirsk 	+07:00 		+07
Asia/Omsk 	+06:00 		+06
Asia/Oral 	+05:00 		+05
Asia/Phnom_Penh 	+07:00 		+07
Asia/Pontianak 	+07:00 		WIB
Asia/Pyongyang 	+09:00 		KST
Asia/Qatar 	+03:00 		+03
Asia/Qostanay 	+05:00 		+05
Asia/Qyzylorda 	+05:00 		+05
Asia/Rangoon 	+06:30 		+0630
Asia/Riyadh 	+03:00 		+03
Asia/Saigon 	+07:00 		+07
Asia/Sakhalin 	+11:00 		+11
Asia/Samarkand 	+05:00 		+05
Asia/Seoul 	+09:00 		KST
Asia/Shanghai 	+08:00 		CST
Asia/Singapore 	+08:00 		+08
Asia/Srednekolymsk 	+11:00 		+11
Asia/Taipei 	+08:00 		CST
Asia/Tashkent 	+05:00 		+05
Asia/Tbilisi 	+04:00 		+04
Asia/Tehran 	+03:30 		+0330
Asia/Tel_Aviv 	+02:00 	+03:00 	IST 	IDT
Asia/Thimbu 	+06:00 		+06
Asia/Thimphu 	+06:00 		+06
Asia/Tokyo 	+09:00 		JST
Asia/Tomsk 	+07:00 		+07
Asia/Ujung_Pandang 	+08:00 		WITA
Asia/Ulaanbaatar 	+08:00 		+08
Asia/Ulan_Bator 	+08:00 		+08
Asia/Urumqi 	+06:00 		+06
Asia/Ust-Nera 	+10:00 		+10
Asia/Vientiane 	+07:00 		+07
Asia/Vladivostok 	+10:00 		+10
Asia/Yakutsk 	+09:00 		+09
Asia/Yangon 	+06:30 		+0630
Asia/Yekaterinburg 	+05:00 		+05
Asia/Yerevan 	+04:00 		+04
Atlantic/Azores 	-01:00 	+00:00 	-01 	+00
Atlantic/Bermuda 	-04:00 	-03:00 	AST 	ADT
Atlantic/Canary 	+00:00 	+01:00 	WET 	WEST
Atlantic/Cape_Verde 	-01:00 		-01
Atlantic/Faeroe 	+00:00 	+01:00 	WET 	WEST
Atlantic/Faroe 	+00:00 	+01:00 	WET 	WEST
Atlantic/Jan_Mayen 	+01:00 	+02:00 	CET 	CEST
Atlantic/Madeira 	+00:00 	+01:00 	WET 	WEST
Atlantic/Reykjavik 	+00:00 		GMT
Atlantic/South_Georgia 	-02:00 		-02
Atlantic/St_Helena 	+00:00 		GMT
Atlantic/Stanley 	-03:00 		-03
Australia/ACT 	+10:00 	+11:00 	AEST 	AEDT
Australia/Adelaide 	+09:30 	+10:30 	ACST 	ACDT
Australia/Brisbane 	+10:00 		AEST
Australia/Broken_Hill 	+09:30 	+10:30 	ACST 	ACDT
Australia/Canberra 	+10:00 	+11:00 	AEST 	AEDT
Australia/Currie 	+10:00 	+11:00 	AEST 	AEDT
Australia/Darwin 	+09:30 		ACST
Australia/Eucla 	+08:45 		+0845
Australia/Hobart 	+10:00 	+11:00 	AEST 	AEDT
Australia/LHI 	+10:30 	+11:00 	+1030 	+11
Australia/Lindeman 	+10:00 		AEST
Australia/Lord_Howe 	+10:30 	+11:00 	+1030 	+11
Australia/Melbourne 	+10:00 	+11:00 	AEST 	AEDT
Australia/North 	+09:30 		ACST
Australia/NSW 	+10:00 	+11:00 	AEST 	AEDT
Australia/Perth 	+08:00 		AWST
Australia/Queensland 	+10:00 		AEST
Australia/South 	+09:30 	+10:30 	ACST 	ACDT
Australia/Sydney 	+10:00 	+11:00 	AEST 	AEDT
Australia/Tasmania 	+10:00 	+11:00 	AEST 	AEDT
Australia/Victoria 	+10:00 	+11:00 	AEST 	AEDT
Australia/West 	+08:00 		AWST
Australia/Yancowinna 	+09:30 	+10:30 	ACST 	ACDT
Brazil/Acre 	-05:00 		-05
Brazil/DeNoronha 	-02:00 		-02
Brazil/East 	-03:00 		-03
Brazil/West 	-04:00 		-04
Canada/Atlantic 	-04:00 	-03:00 	AST 	ADT
Canada/Central 	-06:00 	-05:00 	CST 	CDT
Canada/Eastern 	-05:00 	-04:00 	EST 	EDT
Canada/Mountain 	-07:00 	-06:00 	MST 	MDT
Canada/Newfoundland 	-03:30 	-02:30 	NST 	NDT
Canada/Pacific 	-08:00 	-07:00 	PST 	PDT
Canada/Saskatchewan 	-06:00 		CST
Canada/Yukon 	-07:00 		MST

Chile/Continental 	-04:00 	-03:00 	-04 	-03
Chile/EasterIsland 	-06:00 	-05:00 	-06 	-05
Cuba 	-05:00 	-04:00 	CST 	CDT
Egypt 	+02:00 	+03:00 	EET 	EEST
Eire 	+01:00 	+00:00 	IST 	GMT


Europe/Amsterdam 	+01:00 	+02:00 	CET 	CEST
Europe/Andorra 	+01:00 	+02:00 	CET 	CEST
Europe/Astrakhan 	+04:00 		+04
Europe/Athens 	+02:00 	+03:00 	EET 	EEST
Europe/Belfast 	+00:00 	+01:00 	GMT 	BST
Europe/Belgrade 	+01:00 	+02:00 	CET 	CEST
Europe/Berlin 	+01:00 	+02:00 	CET 	CEST
Europe/Bratislava 	+01:00 	+02:00 	CET 	CEST
Europe/Brussels 	+01:00 	+02:00 	CET 	CEST
Europe/Bucharest 	+02:00 	+03:00 	EET 	EEST
Europe/Budapest 	+01:00 	+02:00 	CET 	CEST
Europe/Busingen 	+01:00 	+02:00 	CET 	CEST
Europe/Chisinau 	+02:00 	+03:00 	EET 	EEST
Europe/Copenhagen 	+01:00 	+02:00 	CET 	CEST
Europe/Dublin 	+01:00 	+00:00 	IST 	GMT
Europe/Gibraltar 	+01:00 	+02:00 	CET 	CEST
Europe/Guernsey 	+00:00 	+01:00 	GMT 	BST
Europe/Helsinki 	+02:00 	+03:00 	EET 	EEST
Europe/Isle_of_Man 	+00:00 	+01:00 	GMT 	BST
Europe/Istanbul 	+03:00 		+03
Europe/Jersey 	+00:00 	+01:00 	GMT 	BST
Europe/Kaliningrad 	+02:00 		EET
Europe/Kiev 	+02:00 	+03:00 	EET 	EEST
Europe/Kirov 	+03:00 		MSK
Europe/Kyiv 	+02:00 	+03:00 	EET 	EEST
Europe/Lisbon 	+00:00 	+01:00 	WET 	WEST
Europe/Ljubljana 	+01:00 	+02:00 	CET 	CEST
Europe/London 	+00:00 	+01:00 	GMT 	BST
Europe/Luxembourg 	+01:00 	+02:00 	CET 	CEST
Europe/Madrid 	+01:00 	+02:00 	CET 	CEST
Europe/Malta 	+01:00 	+02:00 	CET 	CEST
Europe/Mariehamn 	+02:00 	+03:00 	EET 	EEST
Europe/Minsk 	+03:00 		+03
Europe/Monaco 	+01:00 	+02:00 	CET 	CEST
Europe/Moscow 	+03:00 		MSK
Europe/Nicosia 	+02:00 	+03:00 	EET 	EEST
Europe/Oslo 	+01:00 	+02:00 	CET 	CEST
Europe/Paris 	+01:00 	+02:00 	CET 	CEST
Europe/Podgorica 	+01:00 	+02:00 	CET 	CEST
Europe/Prague 	+01:00 	+02:00 	CET 	CEST
Europe/Riga 	+02:00 	+03:00 	EET 	EEST
Europe/Rome 	+01:00 	+02:00 	CET 	CEST
Europe/Samara 	+04:00 		+04
Europe/San_Marino 	+01:00 	+02:00 	CET 	CEST
Europe/Sarajevo 	+01:00 	+02:00 	CET 	CEST
Europe/Saratov 	+04:00 		+04
Europe/Simferopol 	+03:00 		MSK
Europe/Skopje 	+01:00 	+02:00 	CET 	CEST
Europe/Sofia 	+02:00 	+03:00 	EET 	EEST
Europe/Stockholm 	+01:00 	+02:00 	CET 	CEST
Europe/Tallinn 	+02:00 	+03:00 	EET 	EEST
Europe/Tirane 	+01:00 	+02:00 	CET 	CEST
Europe/Tiraspol 	+02:00 	+03:00 	EET 	EEST
Europe/Ulyanovsk 	+04:00 		+04
Europe/Uzhgorod 	+02:00 	+03:00 	EET 	EEST
Europe/Vaduz 	+01:00 	+02:00 	CET 	CEST
Europe/Vatican 	+01:00 	+02:00 	CET 	CEST
Europe/Vienna 	+01:00 	+02:00 	CET 	CEST
Europe/Vilnius 	+02:00 	+03:00 	EET 	EEST
Europe/Volgograd 	+03:00 		MSK
Europe/Warsaw 	+01:00 	+02:00 	CET 	CEST
Europe/Zagreb 	+01:00 	+02:00 	CET 	CEST
Europe/Zaporozhye 	+02:00 	+03:00 	EET 	EEST
Europe/Zurich 	+01:00 	+02:00 	CET 	CEST


Greenwich 	+00:00 		GMT
Hongkong 	+08:00 		HKT
Iceland 	+00:00 		GMT

Indian/Antananarivo 	+03:00 		EAT
Indian/Chagos 	+06:00 		+06
Indian/Christmas 	+07:00 		+07
Indian/Cocos 	+06:30 		+0630
Indian/Comoro 	+03:00 		EAT
Indian/Kerguelen 	+05:00 		+05
Indian/Mahe 	+04:00 		+04
Indian/Maldives 	+05:00 		+05
Indian/Mauritius 	+04:00 		+04
Indian/Mayotte 	+03:00 		EAT
Indian/Reunion 	+04:00 		+04

Iran 	+03:30 		+0330
Israel 	+02:00 	+03:00 	IST 	IDT
Jamaica 	-05:00 		EST
Japan 	+09:00 		JST
Kwajalein 	+12:00 		+12
Libya 	+02:00 		EET


Mexico/BajaNorte 	-08:00 	-07:00 	PST 	PDT
Mexico/BajaSur 	-07:00 		MST
Mexico/General 	-06:00 		CST



Pacific/Apia 	+13:00 		+13
Pacific/Auckland 	+12:00 	+13:00 	NZST 	NZDT
Pacific/Bougainville 	+11:00 		+11
Pacific/Chatham 	+12:45 	+13:45 	+1245 	+1345
Pacific/Chuuk 	+10:00 		+10
Pacific/Easter 	-06:00 	-05:00 	-06 	-05
Pacific/Efate 	+11:00 		+11
Pacific/Enderbury 	+13:00 		+13
Pacific/Fakaofo 	+13:00 		+13
Pacific/Fiji 	+12:00 		+12
Pacific/Funafuti 	+12:00 		+12
Pacific/Galapagos 	-06:00 		-06
Pacific/Gambier 	-09:00 		-09
Pacific/Guadalcanal 	+11:00 		+11
Pacific/Guam 	+10:00 		ChST
Pacific/Honolulu 	-10:00 		HST
Pacific/Johnston 	-10:00 		HST
Pacific/Kanton 	+13:00 		+13
Pacific/Kiritimati 	+14:00 		+14
Pacific/Kosrae 	+11:00 		+11
Pacific/Kwajalein 	+12:00 		+12
Pacific/Majuro 	+12:00 		+12
Pacific/Marquesas 	-09:30 		-0930
Pacific/Midway 	-11:00 		SST
Pacific/Nauru 	+12:00 		+12
Pacific/Niue 	-11:00 		-11
Pacific/Norfolk 	+11:00 	+12:00 	+11 	+12
Pacific/Noumea 	+11:00 		+11
Pacific/Pago_Pago 	-11:00 		SST
Pacific/Palau 	+09:00 		+09
Pacific/Pitcairn 	-08:00 		-08
Pacific/Pohnpei 	+11:00 		+11
Pacific/Ponape 	+11:00 		+11
Pacific/Port_Moresby 	+10:00 		+10
Pacific/Rarotonga 	-10:00 		-10
Pacific/Saipan 	+10:00 		ChST
Pacific/Samoa 	-11:00 		SST
Pacific/Tahiti 	-10:00 		-10
Pacific/Tarawa 	+12:00 		+12
Pacific/Tongatapu 	+13:00 		+13
Pacific/Truk 	+10:00 		+10
Pacific/Wake 	+12:00 		+12
Pacific/Wallis 	+12:00 		+12
Pacific/Yap 	+10:00 		+10

US/Alaska 	-09:00 	-08:00 	AKST 	AKDT
US/Aleutian 	-10:00 	-09:00 	HST 	HDT
US/Arizona 	-07:00 		MST
US/Central 	-06:00 	-05:00 	CST 	CDT
US/East-Indiana 	-05:00 	-04:00 	EST 	EDT
US/Eastern 	-05:00 	-04:00 	EST 	EDT
US/Hawaii 	-10:00 		HST
US/Indiana-Starke 	-06:00 	-05:00 	CST 	CDT
US/Michigan 	-05:00 	-04:00 	EST 	EDT
US/Mountain 	-07:00 	-06:00 	MST 	MDT
US/Pacific 	-08:00 	-07:00 	PST 	PDT
US/Samoa 	-11:00 		SST
